GRUPO_EDITORIAL_COMPLETO,TIPO_AGENTE,PAIS,ANO,SUBCATEGORIA.DEWEY,CANTIDAD_REGISTROS
IMPALA COMUNICACION GRAFICA,EDITORIAL COMERCIAL,MÉXICO,2024,840 - LITERATURA DE LAS LENGUAS ROMANCES,2.0
IMPALA COMUNICACION GRAFICA,EDITORIAL COMERCIAL,MÉXICO,2024,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
IMPALA COMUNICACION GRAFICA,EDITORIAL COMERCIAL,MÉXICO,2025,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
IMPALA COMUNICACION GRAFICA,EDITORIAL COMERCIAL,MÉXICO,2025,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
IMPERIAL NOVO MILENIO GRAFICA E EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
IMPRENTA MONTECINOS MARTINEZ LIMITADA - LIBROS DE LA CALABAZA DEL DIABLO,EDITORIAL COMERCIAL,CHILE,2014,820 - LITERATURA INGLESA E INGLESA ANTIGUA,3.0
IMPRESORA FERIVA S.A.,EDITORIAL COMERCIAL,COLOMBIA,2011,800 - LITERATURA Y RETÓRICA: GENERAL,6.0
IMPRESORA FERIVA S.A.,EDITORIAL COMERCIAL,COLOMBIA,2013,800 - LITERATURA Y RETÓRICA: GENERAL,5.0
INBOOK EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2011,SIN DATO,1.0
INCENTIVAR PRODUCOES CULTURAIS E EDITORA LTDA - EPP,EDITORIAL COMERCIAL,BRASIL,2013,870 - LITERATURAS LATINAS E ITALIANAS,1.0
INDEPENDIENTE EDITORIAL DIGITAL,EDITORIAL COMERCIAL,GUATEMALA,2022,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
INDEPENDIENTE EDITORIAL DIGITAL,EDITORIAL COMERCIAL,GUATEMALA,2025,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
INDG TECNOLOGIA E SERVICOS LTDA,EDITORIAL COMERCIAL,BRASIL,2015,080 - COLECCIONES GENERALES,3.0
INDOLE EDITORES,EDITORIAL COMERCIAL,EL SALVADOR,2022,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
INDOLE EDITORES,EDITORIAL COMERCIAL,EL SALVADOR,2022,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
INDUSTRIA GRAFICA GR E EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
INDUSTRIA GRAFICA GR E EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2019,800 - LITERATURA Y RETÓRICA: GENERAL,4.0
INFO GRAPHIC'S GRAFICA & EDITORA LTDA - EPP,EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
INFO GRAPHIC'S GRAFICA & EDITORA LTDA - EPP,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,6.0
INFO GRAPHIC'S GRAFICA & EDITORA LTDA - EPP,EDITORIAL COMERCIAL,BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,3.0
INITIA VIA EDITORA LTDA-ME,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
INNER EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2015,080 - COLECCIONES GENERALES,4.0
INNER EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2016,080 - COLECCIONES GENERALES,1.0
INNOVANT EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2011,SIN DATO,5.0
INNOVANT EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2013,080 - COLECCIONES GENERALES,28.0
INNOVANT EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2014,080 - COLECCIONES GENERALES,16.0
INSIGHT ENGENHARIA DE COMUNICACAO & MARKETING LTDA,EDITORIAL COMERCIAL,BRASIL,2011,SIN DATO,1.0
INSTITUTO BANESE,EDITORIAL UNIVERSITARIA,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
INSTITUTO BRASILEIRO DE EDICOES PEDAGOGICAS,EDITORIAL COMERCIAL,BRASIL,2011,SIN DATO,4.0
INSTITUTO BRASILEIRO DE EDICOES PEDAGOGICAS,EDITORIAL COMERCIAL,BRASIL,2012,SIN DATO,11.0
INSTITUTO BRASILEIRO DE EDICOES PEDAGOGICAS,EDITORIAL COMERCIAL,BRASIL,2014,810 - LITERATURA AMERICANA EN INGLÉS,10.0
INSTITUTO DA CULTURA E DA BARBARIE,EDITORIAL COMERCIAL,BRASIL,2013,840 - LITERATURA DE LAS LENGUAS ROMANCES,2.0
INSTITUTO DA CULTURA E DA BARBARIE,EDITORIAL COMERCIAL,BRASIL,2014,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
INSTITUTO DA CULTURA E DA BARBARIE,EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
INSTITUTO DA CULTURA E DA BARBARIE,EDITORIAL COMERCIAL,BRASIL,2015,840 - LITERATURA DE LAS LENGUAS ROMANCES,5.0
INSTITUTO DA CULTURA E DA BARBARIE,EDITORIAL COMERCIAL,BRASIL,2016,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
INSTITUTO DA CULTURA E DA BARBARIE,EDITORIAL COMERCIAL,BRASIL,2016,810 - LITERATURA AMERICANA EN INGLÉS,1.0
INSTITUTO DA CULTURA E DA BARBARIE,EDITORIAL COMERCIAL,BRASIL,2016,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
INSTITUTO DA CULTURA E DA BARBARIE,EDITORIAL COMERCIAL,BRASIL,2016,840 - LITERATURA DE LAS LENGUAS ROMANCES,2.0
INSTITUTO DA CULTURA E DA BARBARIE,EDITORIAL COMERCIAL,BRASIL,2016,890 - LITERATURAS DE OTRAS LENGUAS,3.0
INSTITUTO DA CULTURA E DA BARBARIE,EDITORIAL COMERCIAL,BRASIL,2017,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
INSTITUTO DA CULTURA E DA BARBARIE,EDITORIAL COMERCIAL,BRASIL,2017,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
INSTITUTO DA CULTURA E DA BARBARIE,EDITORIAL COMERCIAL,BRASIL,2017,840 - LITERATURA DE LAS LENGUAS ROMANCES,5.0
INSTITUTO DA CULTURA E DA BARBARIE,EDITORIAL COMERCIAL,BRASIL,2017,890 - LITERATURAS DE OTRAS LENGUAS,2.0
INSTITUTO DA CULTURA E DA BARBARIE,EDITORIAL COMERCIAL,BRASIL,2018,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
INSTITUTO DA CULTURA E DA BARBARIE,EDITORIAL COMERCIAL,BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,2.0
INSTITUTO DA CULTURA E DA BARBARIE,EDITORIAL COMERCIAL,BRASIL,2019,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
INSTITUTO DE INVESTIGACIONES DR. JOSE MARIA LUIS MORA,EDITORIAL UNIVERSITARIA,MÉXICO,2023,800 - LITERATURA Y RETÓRICA: GENERAL,3.0
INSTITUTO DE INVESTIGACIONES DR. JOSE MARIA LUIS MORA,EDITORIAL UNIVERSITARIA,MÉXICO,2024,800 - LITERATURA Y RETÓRICA: GENERAL,5.0
INSTITUTO DE INVESTIGACIONES DR. JOSE MARIA LUIS MORA,EDITORIAL UNIVERSITARIA,MÉXICO,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
INSTITUTO EDUCATIVO DEL NOROESTE,EDITORIAL UNIVERSITARIA,MÉXICO,2017,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
INSTITUTO EDUCATIVO DEL NOROESTE,EDITORIAL UNIVERSITARIA,MÉXICO,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA - RN,EDITORIAL UNIVERSITARIA,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PARANA",EDITORIAL UNIVERSITARIA,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO GRANDE DO SUL - CAMPUS CANOAS",EDITORIAL UNIVERSITARIA,BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
INSTITUTO MEMORIA EDITORA S/S LTDA - ME,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,8.0
INSTITUTO MISIONERO HIJAS DE SAN PABLO,EDITORIAL COMERCIAL,COLOMBIA,2018,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
INSTITUTO PLURINACIONAL DE ESTUDIO DE LENGUAS Y CULTURAS,EDITORIAL UNIVERSITARIA,BOLIVIA,2024,890 - LITERATURAS DE OTRAS LENGUAS,1.0
INSTITUTO POLITECNICO NACIONAL,EDITORIAL UNIVERSITARIA,MÉXICO,2025,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
INSTITUTO SUMARE DE EDUCACAO SUPERIOR - ISES LTDA,EDITORIAL UNIVERSITARIA,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
INSTITUTO TECNOLOGICO METROPOLITANO,EDITORIAL UNIVERSITARIA,COLOMBIA,2019,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,4.0
INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,EDITORIAL UNIVERSITARIA,MÉXICO,2010,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,EDITORIAL UNIVERSITARIA,MÉXICO,2011,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,EDITORIAL UNIVERSITARIA,MÉXICO,2016,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE OCCIDENTE,EDITORIAL UNIVERSITARIA,MÉXICO,2025,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
INSTITUTO VERACRUZANO DE LA CULTURA,EDITORIAL UNIVERSITARIA,MÉXICO,2010,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
INSTITUTO VERACRUZANO DE LA CULTURA,EDITORIAL UNIVERSITARIA,MÉXICO,2015,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
INSTITUTO VERACRUZANO DE LA CULTURA,EDITORIAL UNIVERSITARIA,MÉXICO,2015,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
INSTITUTO VERACRUZANO DE LA CULTURA,EDITORIAL UNIVERSITARIA,MÉXICO,2023,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
INSTITUTO VERACRUZANO DE LA CULTURA,EDITORIAL UNIVERSITARIA,MÉXICO,2024,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
INSTITUTO VERACRUZANO DE LA CULTURA,EDITORIAL UNIVERSITARIA,MÉXICO,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
INTELITERA EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2018,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
INTELITERA EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2019,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
INTERMEDIO EDITORES S.A.S,EDITORIAL COMERCIAL,COLOMBIA,2014,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
INTERMEDIO EDITORES S.A.S,EDITORIAL COMERCIAL,COLOMBIA,2016,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
INTERMEDIO EDITORES S.A.S,EDITORIAL COMERCIAL,COLOMBIA,2016,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,3.0
INTERMEDIO EDITORES S.A.S,EDITORIAL COMERCIAL,COLOMBIA,2017,800 - LITERATURA Y RETÓRICA: GENERAL,6.0
INTERMEDIO EDITORES S.A.S,EDITORIAL COMERCIAL,COLOMBIA,2017,840 - LITERATURA DE LAS LENGUAS ROMANCES,2.0
INTERMEDIO EDITORES S.A.S,EDITORIAL COMERCIAL,COLOMBIA,2019,800 - LITERATURA Y RETÓRICA: GENERAL,5.0
INTERMEDIO EDITORES S.A.S,EDITORIAL COMERCIAL,COLOMBIA,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
INTERMEDIO EDITORES S.A.S,EDITORIAL COMERCIAL,COLOMBIA,2020,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
INTERMEDIO EDITORES S.A.S,EDITORIAL COMERCIAL,COLOMBIA,2020,890 - LITERATURAS DE OTRAS LENGUAS,2.0
INTERZONA EDITORA,EDITORIAL COMERCIAL,ARGENTINA,2015,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
INTERZONA EDITORA,EDITORIAL COMERCIAL,ARGENTINA,2015,820 - LITERATURA INGLESA E INGLESA ANTIGUA,3.0
INTERZONA EDITORA,EDITORIAL COMERCIAL,ARGENTINA,2015,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
INTERZONA EDITORA,EDITORIAL COMERCIAL,ARGENTINA,2015,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
INTERZONA EDITORA,EDITORIAL COMERCIAL,ARGENTINA,2015,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
INTERZONA EDITORA,EDITORIAL COMERCIAL,ARGENTINA,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
INTERZONA EDITORA,EDITORIAL COMERCIAL,ARGENTINA,2015,890 - LITERATURAS DE OTRAS LENGUAS,1.0
INTERZONA EDITORA,EDITORIAL COMERCIAL,ARGENTINA,2016,800 - LITERATURA Y RETÓRICA: GENERAL,6.0
INTERZONA EDITORA,EDITORIAL COMERCIAL,ARGENTINA,2017,800 - LITERATURA Y RETÓRICA: GENERAL,6.0
INTERZONA EDITORA S.A.,EDITORIAL COMERCIAL,ARGENTINA,2012,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
INTERZONA EDITORA S.A.,EDITORIAL COMERCIAL,ARGENTINA,2013,820 - LITERATURA INGLESA E INGLESA ANTIGUA,3.0
INTERZONA EDITORA S.A.,EDITORIAL COMERCIAL,ARGENTINA,2013,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
INTERZONA EDITORA S.A.,EDITORIAL COMERCIAL,ARGENTINA,2013,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,4.0
INTERZONA EDITORA S.A.,EDITORIAL COMERCIAL,ARGENTINA,2014,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
INTERZONA EDITORA S.A.,EDITORIAL COMERCIAL,ARGENTINA,2014,840 - LITERATURA DE LAS LENGUAS ROMANCES,4.0
INTERZONA EDITORA S.A.,EDITORIAL COMERCIAL,ARGENTINA,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,4.0
INTERZONA EDITORA S.A.,EDITORIAL COMERCIAL,ARGENTINA,2014,890 - LITERATURAS DE OTRAS LENGUAS,2.0
INTERZONA EDITORA S.A.,EDITORIAL COMERCIAL,ARGENTINA,2019,800 - LITERATURA Y RETÓRICA: GENERAL,6.0
INTERZONA EDITORA S.A.,EDITORIAL COMERCIAL,ARGENTINA,2020,800 - LITERATURA Y RETÓRICA: GENERAL,5.0
INVERSIONES CULTURALES HONDURAS,EDITORIAL COMERCIAL,HONDURAS,2023,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
INVERSO - COMUNICACAO E MARKETING LTDA,EDITORIAL COMERCIAL,BRASIL,2013,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
INVERSO - COMUNICACAO E MARKETING LTDA,EDITORIAL COMERCIAL,BRASIL,2013,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
INVERSO - COMUNICACAO E MARKETING LTDA,EDITORIAL COMERCIAL,BRASIL,2014,800 - LITERATURA Y RETÓRICA: GENERAL,9.0
INVERSO - COMUNICACAO E MARKETING LTDA,EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,4.0
INVERSO - COMUNICACAO E MARKETING LTDA,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,10.0
INVERSO - COMUNICACAO E MARKETING LTDA,EDITORIAL COMERCIAL,BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
INVERSO - COMUNICACAO E MARKETING LTDA,EDITORIAL COMERCIAL,BRASIL,2016,890 - LITERATURAS DE OTRAS LENGUAS,1.0
INVERSO - COMUNICACAO E MARKETING LTDA,EDITORIAL COMERCIAL,BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
INVERSO - COMUNICACAO E MARKETING LTDA,EDITORIAL COMERCIAL,BRASIL,2017,870 - LITERATURAS LATINAS E ITALIANAS,1.0
INVERSO - COMUNICACAO E MARKETING LTDA,EDITORIAL COMERCIAL,BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
INVERSO - COMUNICACAO E MARKETING LTDA,EDITORIAL COMERCIAL,BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,8.0
INVERTIDO EDICIONES SPA,EDITORIAL COMERCIAL,CHILE,2020,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
INVERTIDO EDICIONES SPA,EDITORIAL COMERCIAL,CHILE,2023,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
INVERTIDO EDICIONES SPA,EDITORIAL COMERCIAL,CHILE,2024,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
INVIPRESS,EDITORIAL COMERCIAL,MÉXICO,2017,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
INVIPRESS,EDITORIAL COMERCIAL,MÉXICO,2018,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
"IRAOLA, JUAN RAMIRO",EDITORIAL COMERCIAL,ARGENTINA,2019,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
IRH PRESS DO BRASIL EDITORA LTDA.,EDITORIAL COMERCIAL,BRASIL,2011,SIN DATO,1.0
IRH PRESS DO BRASIL EDITORA LTDA.,EDITORIAL COMERCIAL,BRASIL,2022,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
IRRUPCIONES GRUPO EDITOR,EDITORIAL COMERCIAL,URUGUAY,2010,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
IRRUPCIONES GRUPO EDITOR,EDITORIAL COMERCIAL,URUGUAY,2013,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
IRRUPCIONES GRUPO EDITOR,EDITORIAL COMERCIAL,URUGUAY,2016,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
IRRUPCIONES GRUPO EDITOR,EDITORIAL COMERCIAL,URUGUAY,2017,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
IRRUPCIONES GRUPO EDITOR,EDITORIAL COMERCIAL,URUGUAY,2018,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
ISABEL CARONI DEGASPARI,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
ISMAEL GARCIA GOMES DE MOURA 03341236660,EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
ISMAEL GARCIA GOMES DE MOURA 03341236660,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,10.0
ISMAEL GARCIA GOMES DE MOURA 03341236660,EDITORIAL COMERCIAL,BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
ISMAEL GARCIA GOMES DE MOURA 03341236660,EDITORIAL COMERCIAL,BRASIL,2017,890 - LITERATURAS DE OTRAS LENGUAS,1.0
ISVA S C GOMES EDITORA,EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
ITIBERE SALES FONTENELE,EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
IURE EDITORES,EDITORIAL COMERCIAL,MÉXICO,2010,820 - LITERATURA INGLESA E INGLESA ANTIGUA,10.0
IURE EDITORES,EDITORIAL COMERCIAL,MÉXICO,2010,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
IURE EDITORES,EDITORIAL COMERCIAL,MÉXICO,2010,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
IURE EDITORES,EDITORIAL COMERCIAL,MÉXICO,2010,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",3.0
IURE EDITORES,EDITORIAL COMERCIAL,MÉXICO,2010,890 - LITERATURAS DE OTRAS LENGUAS,1.0
IURE EDITORES,EDITORIAL COMERCIAL,MÉXICO,2011,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
IURE EDITORES,EDITORIAL COMERCIAL,MÉXICO,2011,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2.0
IURE EDITORES,EDITORIAL COMERCIAL,MÉXICO,2011,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
IURE EDITORES,EDITORIAL COMERCIAL,MÉXICO,2011,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
IURE EDITORES,EDITORIAL COMERCIAL,MÉXICO,2011,890 - LITERATURAS DE OTRAS LENGUAS,3.0
IURE EDITORES,EDITORIAL COMERCIAL,MÉXICO,2013,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
IURE EDITORES,EDITORIAL COMERCIAL,MÉXICO,2013,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
IURE EDITORES,EDITORIAL COMERCIAL,MÉXICO,2013,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
IVAN HERNANDEZ ARBELAEZ,EDITORIAL COMERCIAL,COLOMBIA,2019,890 - LITERATURAS DE OTRAS LENGUAS,1.0
IVAN HERNANDEZ ARBELAEZ,EDITORIAL COMERCIAL,COLOMBIA,2020,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
IVAN HERNANDEZ ARBELAEZ,EDITORIAL COMERCIAL,COLOMBIA,2022,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
IVAN HERNANDEZ ARBELAEZ,EDITORIAL COMERCIAL,COLOMBIA,2023,820 - LITERATURA INGLESA E INGLESA ANTIGUA,3.0
IVAN HERNANDEZ ARBELAEZ,EDITORIAL COMERCIAL,COLOMBIA,2023,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,3.0
IVAN HERNANDEZ ARBELAEZ,EDITORIAL COMERCIAL,COLOMBIA,2024,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
IVAN HERNANDEZ ARBELAEZ,EDITORIAL COMERCIAL,COLOMBIA,2024,890 - LITERATURAS DE OTRAS LENGUAS,2.0
IVANA BITTENCOURT DOS SANTOS SEVERINO,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
IVENTURA EDITORA COMERCIAL LTDA,EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
IZABEL BATISTA MASCARENHAS DE SOUZA ME,EDITORIAL COMERCIAL,BRASIL,2013,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
IZABEL BATISTA MASCARENHAS DE SOUZA ME,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,4.0
IZABEL BATISTA MASCARENHAS DE SOUZA ME,EDITORIAL COMERCIAL,BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
IZANDRA LOPES DO ESPIRITO SANTO 02292253224,EDITORIAL COMERCIAL,BRASIL,2019,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
J E SOLOMON EDITORES LTDA,EDITORIAL COMERCIAL,BRASIL,2013,890 - LITERATURAS DE OTRAS LENGUAS,2.0
J F EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2013,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
J. A. ROSA-ME,EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,23.0
J. A. ROSA-ME,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,6.0
J. C. MOROSI GRAFICA LTDA-EPP,EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
J. C. MOROSI GRAFICA LTDA-EPP,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
J. C. MOROSI GRAFICA LTDA-EPP,EDITORIAL COMERCIAL,BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,1.0
J. L. DE SOUZA FILHO LIVRARIA EDITORA,EDITORIAL COMERCIAL,BRASIL,2013,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
J. L. DE SOUZA FILHO LIVRARIA EDITORA,EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
J.C TEXTOS EDICAO LTDA,EDITORIAL COMERCIAL,BRASIL,2014,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
J.C TEXTOS EDICAO LTDA,EDITORIAL COMERCIAL,BRASIL,2015,810 - LITERATURA AMERICANA EN INGLÉS,1.0
J.C TEXTOS EDICAO LTDA,EDITORIAL COMERCIAL,BRASIL,2015,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
J.C TEXTOS EDICAO LTDA,EDITORIAL COMERCIAL,BRASIL,2015,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
J.C TEXTOS EDICAO LTDA,EDITORIAL COMERCIAL,BRASIL,2016,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
J.C TEXTOS EDICAO LTDA,EDITORIAL COMERCIAL,BRASIL,2016,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
JAC GRAFICA E EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
JACYRA SANT'ANA COMUNICACAO LTDA,EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
JAGUEL EDITORES DE MENDOZA,EDITORIAL COMERCIAL,ARGENTINA,2016,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
JAIME CAMPODONICO / EDITOR S.R.L.,EDITORIAL COMERCIAL,PERÚ,2012,890 - LITERATURAS DE OTRAS LENGUAS,1.0
JAMBO EDITORA,EDITORIAL COMERCIAL,BRASIL,2021,810 - LITERATURA AMERICANA EN INGLÉS,4.0
